backend,benchmark_name,completed_at,duration_ms,experiment_group,game,invalid_moves,invalid_players,metrics_context,model,moves,nash_distance,oracle_accuracy_pct,oracle_average_value_gap,oracle_blunders,oracle_perfect_moves,outcome,players,prompt_family,prompt_family_id,prompt_version,record_type,run_id,scores,seed,started_at,trial,trial_id,variant_name,winner
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:32:24Z,0,internal_ai_tournament,blotto,,[],"{""equilibrium_allocation"": [46, 39, 15], ""invalid_actions"": {}, ""nash_distance"": {""Hierarchical Team"": {""equilibrium_allocation"": [46, 39, 15], ""l1_distance"": 38, ""normalized_l1_distance"": 0.19}, ""Parallel Team"": {""equilibrium_allocation"": [46, 39, 15], ""l1_distance"": 38, ""normalized_l1_distance"": 0.19}}, ""points"": [36, 31, 12], ""scores"": [0, 0]}",mock-deterministic,"{""Hierarchical Team"": [33, 33, 34], ""Parallel Team"": [33, 33, 34]}","{""Hierarchical Team"": {""equilibrium_allocation"": [46, 39, 15], ""l1_distance"": 38, ""normalized_l1_distance"": 0.19}, ""Parallel Team"": {""equilibrium_allocation"": [46, 39, 15], ""l1_distance"": 38, ""normalized_l1_distance"": 0.19}}",,,,,,"[""Parallel Team"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173224_8bf1db5_dirty,"{""Hierarchical Team"": 0, ""Parallel Team"": 0}",3294452490,2026-04-10T21:32:24Z,2,run_20260410_173224_8bf1db5_dirty::internal_ai_tournament::blotto::2::3294452490,discrete_blotto_v1,TIE
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:32:24Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6]}",mock-deterministic,,,,,,,,"[""Parallel Team"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173224_8bf1db5_dirty,,1297284417,2026-04-10T21:32:24Z,2,run_20260410_173224_8bf1db5_dirty::internal_ai_tournament::connect4::2::1297284417,gravity_grid_standard_v1,Parallel Team
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:32:24Z,0,internal_ai_tournament,blotto,,[],"{""equilibrium_allocation"": [26, 40, 34], ""invalid_actions"": {}, ""nash_distance"": {""Parallel Team"": {""equilibrium_allocation"": [26, 40, 34], ""l1_distance"": 14, ""normalized_l1_distance"": 0.07}, ""Single Agent"": {""equilibrium_allocation"": [26, 40, 34], ""l1_distance"": 14, ""normalized_l1_distance"": 0.07}}, ""points"": [18, 28, 24], ""scores"": [0, 0]}",mock-deterministic,"{""Parallel Team"": [33, 33, 34], ""Single Agent"": [33, 33, 34]}","{""Parallel Team"": {""equilibrium_allocation"": [26, 40, 34], ""l1_distance"": 14, ""normalized_l1_distance"": 0.07}, ""Single Agent"": {""equilibrium_allocation"": [26, 40, 34], ""l1_distance"": 14, ""normalized_l1_distance"": 0.07}}",,,,,,"[""Single Agent"", ""Parallel Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173224_8bf1db5_dirty,"{""Parallel Team"": 0, ""Single Agent"": 0}",3420742709,2026-04-10T21:32:24Z,3,run_20260410_173224_8bf1db5_dirty::internal_ai_tournament::blotto::3::3420742709,discrete_blotto_v1,TIE
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:32:24Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6]}",mock-deterministic,,,,,,,,"[""Single Agent"", ""Parallel Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173224_8bf1db5_dirty,,1759132750,2026-04-10T21:32:24Z,3,run_20260410_173224_8bf1db5_dirty::internal_ai_tournament::connect4::3::1759132750,gravity_grid_standard_v1,Single Agent
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:32:24Z,0,internal_ai_tournament,blotto,,[],"{""equilibrium_allocation"": [22, 35, 43], ""invalid_actions"": {}, ""nash_distance"": {""Hierarchical Team"": {""equilibrium_allocation"": [22, 35, 43], ""l1_distance"": 22, ""normalized_l1_distance"": 0.11}, ""Single Agent"": {""equilibrium_allocation"": [22, 35, 43], ""l1_distance"": 22, ""normalized_l1_distance"": 0.11}}, ""points"": [15, 24, 29], ""scores"": [0, 0]}",mock-deterministic,"{""Hierarchical Team"": [33, 33, 34], ""Single Agent"": [33, 33, 34]}","{""Hierarchical Team"": {""equilibrium_allocation"": [22, 35, 43], ""l1_distance"": 22, ""normalized_l1_distance"": 0.11}, ""Single Agent"": {""equilibrium_allocation"": [22, 35, 43], ""l1_distance"": 22, ""normalized_l1_distance"": 0.11}}",,,,,,"[""Single Agent"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173224_8bf1db5_dirty,"{""Hierarchical Team"": 0, ""Single Agent"": 0}",2505523783,2026-04-10T21:32:24Z,3,run_20260410_173224_8bf1db5_dirty::internal_ai_tournament::blotto::3::2505523783,discrete_blotto_v1,TIE
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:32:24Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6]}",mock-deterministic,,,,,,,,"[""Single Agent"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173224_8bf1db5_dirty,,3770035908,2026-04-10T21:32:24Z,3,run_20260410_173224_8bf1db5_dirty::internal_ai_tournament::connect4::3::3770035908,gravity_grid_standard_v1,Single Agent
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:32:24Z,0,internal_ai_tournament,blotto,,[],"{""equilibrium_allocation"": [24, 34, 42], ""invalid_actions"": {}, ""nash_distance"": {""Hierarchical Team"": {""equilibrium_allocation"": [24, 34, 42], ""l1_distance"": 18, ""normalized_l1_distance"": 0.09}, ""Parallel Team"": {""equilibrium_allocation"": [24, 34, 42], ""l1_distance"": 18, ""normalized_l1_distance"": 0.09}}, ""points"": [21, 29, 36], ""scores"": [0, 0]}",mock-deterministic,"{""Hierarchical Team"": [33, 33, 34], ""Parallel Team"": [33, 33, 34]}","{""Hierarchical Team"": {""equilibrium_allocation"": [24, 34, 42], ""l1_distance"": 18, ""normalized_l1_distance"": 0.09}, ""Parallel Team"": {""equilibrium_allocation"": [24, 34, 42], ""l1_distance"": 18, ""normalized_l1_distance"": 0.09}}",,,,,,"[""Parallel Team"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173224_8bf1db5_dirty,"{""Hierarchical Team"": 0, ""Parallel Team"": 0}",1600563192,2026-04-10T21:32:24Z,3,run_20260410_173224_8bf1db5_dirty::internal_ai_tournament::blotto::3::1600563192,discrete_blotto_v1,TIE
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:32:24Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6]}",mock-deterministic,,,,,,,,"[""Parallel Team"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173224_8bf1db5_dirty,,4007737433,2026-04-10T21:32:24Z,3,run_20260410_173224_8bf1db5_dirty::internal_ai_tournament::connect4::3::4007737433,gravity_grid_standard_v1,Parallel Team
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:32:24Z,0,internal_ai_tournament,blotto,,[],"{""equilibrium_allocation"": [42, 33, 25], ""invalid_actions"": {}, ""nash_distance"": {""Parallel Team"": {""equilibrium_allocation"": [42, 33, 25], ""l1_distance"": 18, ""normalized_l1_distance"": 0.09}, ""Single Agent"": {""equilibrium_allocation"": [42, 33, 25], ""l1_distance"": 18, ""normalized_l1_distance"": 0.09}}, ""points"": [29, 23, 17], ""scores"": [0, 0]}",mock-deterministic,"{""Parallel Team"": [33, 33, 34], ""Single Agent"": [33, 33, 34]}","{""Parallel Team"": {""equilibrium_allocation"": [42, 33, 25], ""l1_distance"": 18, ""normalized_l1_distance"": 0.09}, ""Single Agent"": {""equilibrium_allocation"": [42, 33, 25], ""l1_distance"": 18, ""normalized_l1_distance"": 0.09}}",,,,,,"[""Single Agent"", ""Parallel Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173224_8bf1db5_dirty,"{""Parallel Team"": 0, ""Single Agent"": 0}",1402513426,2026-04-10T21:32:24Z,4,run_20260410_173224_8bf1db5_dirty::internal_ai_tournament::blotto::4::1402513426,discrete_blotto_v1,TIE
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:32:24Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6]}",mock-deterministic,,,,,,,,"[""Single Agent"", ""Parallel Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173224_8bf1db5_dirty,,2384865949,2026-04-10T21:32:24Z,4,run_20260410_173224_8bf1db5_dirty::internal_ai_tournament::connect4::4::2384865949,gravity_grid_standard_v1,Single Agent
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:32:24Z,0,internal_ai_tournament,blotto,,[],"{""equilibrium_allocation"": [34, 44, 22], ""invalid_actions"": {}, ""nash_distance"": {""Hierarchical Team"": {""equilibrium_allocation"": [34, 44, 22], ""l1_distance"": 24, ""normalized_l1_distance"": 0.12}, ""Single Agent"": {""equilibrium_allocation"": [34, 44, 22], ""l1_distance"": 24, ""normalized_l1_distance"": 0.12}}, ""points"": [34, 45, 22], ""scores"": [0, 0]}",mock-deterministic,"{""Hierarchical Team"": [33, 33, 34], ""Single Agent"": [33, 33, 34]}","{""Hierarchical Team"": {""equilibrium_allocation"": [34, 44, 22], ""l1_distance"": 24, ""normalized_l1_distance"": 0.12}, ""Single Agent"": {""equilibrium_allocation"": [34, 44, 22], ""l1_distance"": 24, ""normalized_l1_distance"": 0.12}}",,,,,,"[""Single Agent"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173224_8bf1db5_dirty,"{""Hierarchical Team"": 0, ""Single Agent"": 0}",1213110655,2026-04-10T21:32:24Z,4,run_20260410_173224_8bf1db5_dirty::internal_ai_tournament::blotto::4::1213110655,discrete_blotto_v1,TIE
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:32:24Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6]}",mock-deterministic,,,,,,,,"[""Single Agent"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173224_8bf1db5_dirty,,3200273326,2026-04-10T21:32:24Z,4,run_20260410_173224_8bf1db5_dirty::internal_ai_tournament::connect4::4::3200273326,gravity_grid_standard_v1,Single Agent
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:32:25Z,1000,internal_ai_tournament,blotto,,[],"{""equilibrium_allocation"": [27, 37, 36], ""invalid_actions"": {}, ""nash_distance"": {""Hierarchical Team"": {""equilibrium_allocation"": [27, 37, 36], ""l1_distance"": 12, ""normalized_l1_distance"": 0.06}, ""Parallel Team"": {""equilibrium_allocation"": [27, 37, 36], ""l1_distance"": 12, ""normalized_l1_distance"": 0.06}}, ""points"": [30, 40, 39], ""scores"": [0, 0]}",mock-deterministic,"{""Hierarchical Team"": [33, 33, 34], ""Parallel Team"": [33, 33, 34]}","{""Hierarchical Team"": {""equilibrium_allocation"": [27, 37, 36], ""l1_distance"": 12, ""normalized_l1_distance"": 0.06}, ""Parallel Team"": {""equilibrium_allocation"": [27, 37, 36], ""l1_distance"": 12, ""normalized_l1_distance"": 0.06}}",,,,,,"[""Parallel Team"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173224_8bf1db5_dirty,"{""Hierarchical Team"": 0, ""Parallel Team"": 0}",1808152779,2026-04-10T21:32:24Z,4,run_20260410_173224_8bf1db5_dirty::internal_ai_tournament::blotto::4::1808152779,discrete_blotto_v1,TIE
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:32:25Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6]}",mock-deterministic,,,,,,,,"[""Parallel Team"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173224_8bf1db5_dirty,,3345041320,2026-04-10T21:32:25Z,4,run_20260410_173224_8bf1db5_dirty::internal_ai_tournament::connect4::4::3345041320,gravity_grid_standard_v1,Parallel Team
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:32:25Z,0,internal_ai_tournament,blotto,,[],"{""equilibrium_allocation"": [41, 17, 42], ""invalid_actions"": {}, ""nash_distance"": {""Parallel Team"": {""equilibrium_allocation"": [41, 17, 42], ""l1_distance"": 32, ""normalized_l1_distance"": 0.16}, ""Single Agent"": {""equilibrium_allocation"": [41, 17, 42], ""l1_distance"": 32, ""normalized_l1_distance"": 0.16}}, ""points"": [37, 15, 38], ""scores"": [0, 0]}",mock-deterministic,"{""Parallel Team"": [33, 33, 34], ""Single Agent"": [33, 33, 34]}","{""Parallel Team"": {""equilibrium_allocation"": [41, 17, 42], ""l1_distance"": 32, ""normalized_l1_distance"": 0.16}, ""Single Agent"": {""equilibrium_allocation"": [41, 17, 42], ""l1_distance"": 32, ""normalized_l1_distance"": 0.16}}",,,,,,"[""Single Agent"", ""Parallel Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173224_8bf1db5_dirty,"{""Parallel Team"": 0, ""Single Agent"": 0}",2714033253,2026-04-10T21:32:25Z,5,run_20260410_173224_8bf1db5_dirty::internal_ai_tournament::blotto::5::2714033253,discrete_blotto_v1,TIE
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:32:25Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6]}",mock-deterministic,,,,,,,,"[""Single Agent"", ""Parallel Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173224_8bf1db5_dirty,,3936970541,2026-04-10T21:32:25Z,5,run_20260410_173224_8bf1db5_dirty::internal_ai_tournament::connect4::5::3936970541,gravity_grid_standard_v1,Single Agent
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:32:25Z,0,internal_ai_tournament,blotto,,[],"{""equilibrium_allocation"": [32, 47, 21], ""invalid_actions"": {}, ""nash_distance"": {""Hierarchical Team"": {""equilibrium_allocation"": [32, 47, 21], ""l1_distance"": 28, ""normalized_l1_distance"": 0.14}, ""Single Agent"": {""equilibrium_allocation"": [32, 47, 21], ""l1_distance"": 28, ""normalized_l1_distance"": 0.14}}, ""points"": [20, 29, 13], ""scores"": [0, 0]}",mock-deterministic,"{""Hierarchical Team"": [33, 33, 34], ""Single Agent"": [33, 33, 34]}","{""Hierarchical Team"": {""equilibrium_allocation"": [32, 47, 21], ""l1_distance"": 28, ""normalized_l1_distance"": 0.14}, ""Single Agent"": {""equilibrium_allocation"": [32, 47, 21], ""l1_distance"": 28, ""normalized_l1_distance"": 0.14}}",,,,,,"[""Single Agent"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173224_8bf1db5_dirty,"{""Hierarchical Team"": 0, ""Single Agent"": 0}",385903728,2026-04-10T21:32:25Z,5,run_20260410_173224_8bf1db5_dirty::internal_ai_tournament::blotto::5::385903728,discrete_blotto_v1,TIE
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:32:25Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6]}",mock-deterministic,,,,,,,,"[""Single Agent"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173224_8bf1db5_dirty,,1065535876,2026-04-10T21:32:25Z,5,run_20260410_173224_8bf1db5_dirty::internal_ai_tournament::connect4::5::1065535876,gravity_grid_standard_v1,Single Agent
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:32:25Z,0,internal_ai_tournament,blotto,,[],"{""equilibrium_allocation"": [36, 36, 28], ""invalid_actions"": {}, ""nash_distance"": {""Hierarchical Team"": {""equilibrium_allocation"": [36, 36, 28], ""l1_distance"": 12, ""normalized_l1_distance"": 0.06}, ""Parallel Team"": {""equilibrium_allocation"": [36, 36, 28], ""l1_distance"": 12, ""normalized_l1_distance"": 0.06}}, ""points"": [49, 49, 39], ""scores"": [0, 0]}",mock-deterministic,"{""Hierarchical Team"": [33, 33, 34], ""Parallel Team"": [33, 33, 34]}","{""Hierarchical Team"": {""equilibrium_allocation"": [36, 36, 28], ""l1_distance"": 12, ""normalized_l1_distance"": 0.06}, ""Parallel Team"": {""equilibrium_allocation"": [36, 36, 28], ""l1_distance"": 12, ""normalized_l1_distance"": 0.06}}",,,,,,"[""Parallel Team"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173224_8bf1db5_dirty,"{""Hierarchical Team"": 0, ""Parallel Team"": 0}",1145698875,2026-04-10T21:32:25Z,5,run_20260410_173224_8bf1db5_dirty::internal_ai_tournament::blotto::5::1145698875,discrete_blotto_v1,TIE
mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:32:25Z,0,internal_ai_tournament,connect4,[],,"{""invalid_actions"": [], ""turn_count"": 19, ""valid_columns"": [3, 4, 5, 6]}",mock-deterministic,,,,,,,,"[""Parallel Team"", ""Hierarchical Team""]",structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,game_outcome,run_20260410_173224_8bf1db5_dirty,,2588846856,2026-04-10T21:32:25Z,5,run_20260410_173224_8bf1db5_dirty::internal_ai_tournament::connect4::5::2588846856,gravity_grid_standard_v1,Parallel Team
